"TemperatureC","Dew.PointC","Humidity","Sea.Level.PressurehPa","VisibilityKm","Wind.Direction","Wind.SpeedKm.h","Gust.SpeedKm.h","Precipitationmm","Events","Conditions","WindDirDegrees","date.time","year","month","day","hour","weekday"
-0.6,-5,72,997.4,16.1,"WSW","5.6",NA,0,"Snow","Light Snow",250,2011-01-08 07:52:00,11,1,8,7,6
-1,-5,75,997.2,4,"West","5.6",NA,0,"Snow","Light Snow",260,2011-01-08 07:58:00,11,1,8,7,6
-1,-4,80,997.5,2.8,"Calm","Calm",NA,0,"Snow","Light Snow",0,2011-01-08 08:03:00,11,1,8,8,6
-1,-4,80,997.9,1.2,"WNW","9.3",NA,0,"Snow","Light Snow",290,2011-01-08 08:17:00,11,1,8,8,6
-1,-2,93,997.5,0.4,"Calm","Calm",NA,0.02,"Fog-Snow","Snow",0,2011-01-08 08:27:00,11,1,8,8,6
-1,-2,93,997.5,0.8,"Calm","Calm",NA,0.02,"Fog-Snow","Light Snow",0,2011-01-08 08:29:00,11,1,8,8,6
-1,-2,93,997.5,1.2,"Calm","Calm",NA,0.02,"Snow","Light Snow",0,2011-01-08 08:31:00,11,1,8,8,6
-1,-2,93,997.5,2,"Calm","Calm",NA,0.02,"Snow","Light Snow",0,2011-01-08 08:34:00,11,1,8,8,6
-1,-2,93,997.5,3.2,"ESE","5.6",NA,0.02,"Snow","Light Snow",110,2011-01-08 08:37:00,11,1,8,8,6
-1,-2,93,997.5,4.8,"SE","7.4",NA,0.02,"Snow","Light Snow",140,2011-01-08 08:40:00,11,1,8,8,6
-1.1,-2.8,88,997.5,4.8,"SSE","11.1",NA,0.02,"Snow","Light Snow",160,2011-01-08 08:52:00,11,1,8,8,6
-1,-3,86,997.5,4,"SSE","9.3",NA,0,"Snow","Light Snow",160,2011-01-08 08:58:00,11,1,8,8,6
-1,-3,86,997.5,4.8,"SSE","9.3",NA,0,"Snow","Light Snow",160,2011-01-08 09:00:00,11,1,8,9,6
-1,-3,86,997.9,11.3,"Calm","Calm",NA,0,NA,"Overcast",0,2011-01-08 09:33:00,11,1,8,9,6
-1,-3,86,997.9,12.9,"Calm","Calm",NA,0,NA,"Overcast",0,2011-01-08 09:41:00,11,1,8,9,6
0,-2.8,82,997.8,12.9,"Calm","Calm",NA,0,NA,"Overcast",0,2011-01-08 09:52:00,11,1,8,9,6
0,-3,80,998.2,14.5,"WNW","11.1",NA,NA,NA,"Overcast",300,2011-01-08 10:13:00,11,1,8,10,6
0.6,-4.4,70,998.3,16.1,"NNW","24.1",35.2,NA,NA,"Overcast",340,2011-01-08 10:52:00,11,1,8,10,6
1,-4,70,998.2,16.1,"NW","16.7",35.2,NA,NA,"Overcast",310,2011-01-08 10:55:00,11,1,8,10,6
1,-4,70,998.2,16.1,"NW","25.9",35.2,NA,NA,"Overcast",320,2011-01-08 11:06:00,11,1,8,11,6
0.6,-6.1,61,998.2,16.1,"NW","24.1",NA,NA,NA,"Overcast",310,2011-01-08 11:52:00,11,1,8,11,6
1.1,-10,44,998.1,16.1,"WNW","22.2",40.7,NA,NA,"Mostly Cloudy",300,2011-01-08 12:52:00,11,1,8,12,6
1.1,-13.9,32,998.7,16.1,"NW","33.3",48.2,NA,NA,"Scattered Clouds",310,2011-01-08 13:52:00,11,1,8,13,6
1.1,-14.4,31,999.9,16.1,"NW","29.6",42.6,NA,NA,"Mostly Cloudy",320,2011-01-08 14:52:00,11,1,8,14,6
0,-15.6,31,1001.3,16.1,"WNW","29.6",44.4,NA,NA,"Mostly Cloudy",290,2011-01-08 15:52:00,11,1,8,15,6
-1.1,-13.9,38,1002.8,16.1,"WNW","37.0",51.9,NA,NA,"Mostly Cloudy",300,2011-01-08 16:52:00,11,1,8,16,6
-1.7,-14.4,38,1004.2,16.1,"WNW","20.4",40.7,NA,NA,"Partly Cloudy",290,2011-01-08 17:52:00,11,1,8,17,6
-2.2,-15,38,1005.5,16.1,"WNW","16.7",35.2,NA,NA,"Partly Cloudy",300,2011-01-08 18:52:00,11,1,8,18,6
-2.8,-15.6,37,1006.5,16.1,"WNW","16.7",42.6,NA,NA,"Partly Cloudy",290,2011-01-08 19:52:00,11,1,8,19,6
-3.3,-15,41,1007.2,16.1,"WNW","24.1",35.2,NA,NA,"Partly Cloudy",290,2011-01-08 20:52:00,11,1,8,20,6
-3.3,-15.6,39,1008.1,16.1,"West","25.9",46.3,NA,NA,"Partly Cloudy",280,2011-01-08 21:52:00,11,1,8,21,6
-3.9,-15.6,41,1008.6,16.1,"WNW","29.6",44.4,NA,NA,"Partly Cloudy",290,2011-01-08 22:52:00,11,1,8,22,6
-4.4,-15,44,1009.3,16.1,"NW","25.9",46.3,NA,NA,"Clear",310,2011-01-08 23:52:00,11,1,8,23,6
-4.4,-15,44,1010.1,16.1,"WNW","31.5",44.4,NA,NA,"Clear",300,2011-01-09 00:52:00,11,1,9,0,0
-4.4,-14.4,46,1011.7,16.1,"WNW","31.5",44.4,NA,NA,"Clear",290,2011-01-09 01:52:00,11,1,9,1,0
-4.4,-13.9,48,1013.2,16.1,"WNW","27.8",42.6,NA,NA,"Clear",290,2011-01-09 02:52:00,11,1,9,2,0
-5,-13.3,53,1013.8,16.1,"WNW","13.0",NA,NA,NA,"Clear",300,2011-01-09 03:52:00,11,1,9,3,0
-5,-13,54,1014.8,16.1,"WNW","16.7",35.2,NA,NA,"Clear",300,2011-01-09 04:52:00,11,1,9,4,0
-4.4,-13.3,51,1016.2,16.1,"WNW","18.5",44.4,NA,NA,"Clear",300,2011-01-09 05:52:00,11,1,9,5,0
-5,-13.3,53,1017.2,16.1,"WNW","13.0",29.6,NA,NA,"Clear",300,2011-01-09 06:52:00,11,1,9,6,0
-4.4,-13.3,51,1018.2,16.1,"West","18.5",31.5,NA,NA,"Clear",280,2011-01-09 07:52:00,11,1,9,7,0
-3.3,-13.3,47,1019,16.1,"WNW","35.2",57.4,NA,NA,"Clear",300,2011-01-09 08:52:00,11,1,9,8,0
-2.2,-12.8,45,1019.6,16.1,"NW","25.9",38.9,NA,NA,"Partly Cloudy",310,2011-01-09 09:52:00,11,1,9,9,0
-1.1,-12.8,41,1020.1,16.1,"NW","35.2",50,NA,NA,"Scattered Clouds",320,2011-01-09 10:52:00,11,1,9,10,0
0,-12.8,38,1020,16.1,"NW","29.6",48.2,NA,NA,"Scattered Clouds",320,2011-01-09 11:52:00,11,1,9,11,0
0.6,-12.8,37,1020,16.1,"WNW","29.6",50,NA,NA,"Scattered Clouds",300,2011-01-09 12:52:00,11,1,9,12,0
1.7,-12.8,34,1020.1,16.1,"WNW","31.5",40.7,NA,NA,"Scattered Clouds",290,2011-01-09 13:52:00,11,1,9,13,0
1.7,-12.2,35,1021.2,16.1,"WNW","24.1",40.7,NA,NA,"Partly Cloudy",300,2011-01-09 14:52:00,11,1,9,14,0
1.1,-12.8,35,1022.1,16.1,"WNW","29.6",48.2,NA,NA,"Partly Cloudy",290,2011-01-09 15:52:00,11,1,9,15,0
0,-13.3,37,1023.3,16.1,"WNW","25.9",50,NA,NA,"Scattered Clouds",300,2011-01-09 16:52:00,11,1,9,16,0
-0.6,-12.8,40,1024.4,16.1,"WNW","22.2",35.2,NA,NA,"Scattered Clouds",290,2011-01-09 17:52:00,11,1,9,17,0
-0.6,-12.2,42,1025.7,16.1,"WNW","22.2",NA,NA,NA,"Partly Cloudy",300,2011-01-09 18:52:00,11,1,9,18,0
-1.7,-12.2,45,1025.6,16.1,"NW","16.7",27.8,NA,NA,"Clear",310,2011-01-09 19:52:00,11,1,9,19,0
-1.7,-12.2,45,1025.6,16.1,"NW","27.8",35.2,NA,NA,"Clear",320,2011-01-09 20:52:00,11,1,9,20,0
-2.2,-12.2,47,1026.3,16.1,"WNW","20.4",29.6,NA,NA,"Clear",300,2011-01-09 21:52:00,11,1,9,21,0
-2.8,-12.2,49,1026.8,16.1,"NW","13.0",NA,NA,NA,"Clear",320,2011-01-09 22:52:00,11,1,9,22,0
-3.3,-12.2,51,1026.1,16.1,"NNW","18.5",NA,NA,NA,"Clear",340,2011-01-09 23:52:00,11,1,9,23,0
-3.3,-12.2,51,1026.2,16.1,"NW","18.5",NA,NA,NA,"Clear",320,2011-01-10 00:52:00,11,1,10,0,1
-3.3,-12.2,51,1027.2,16.1,"WNW","14.8",NA,NA,NA,"Clear",290,2011-01-10 01:52:00,11,1,10,1,1
-3.3,-12.2,51,1027.3,16.1,"WNW","14.8",NA,NA,NA,"Clear",290,2011-01-10 02:52:00,11,1,10,2,1
-3.9,-12.2,53,1027.2,16.1,"West","9.3",NA,NA,NA,"Clear",280,2011-01-10 03:52:00,11,1,10,3,1
-3.9,-12.2,53,1027.1,16.1,"NNW","16.7",NA,NA,NA,"Clear",330,2011-01-10 04:52:00,11,1,10,4,1
-3.3,-12.2,51,1027.9,16.1,"NW","18.5",NA,NA,NA,"Mostly Cloudy",320,2011-01-10 05:52:00,11,1,10,5,1
-3.3,-11.7,53,1028.2,16.1,"NW","14.8",NA,NA,NA,"Mostly Cloudy",310,2011-01-10 06:52:00,11,1,10,6,1
-3.3,-11.7,53,1028.4,16.1,"NW","18.5",NA,NA,NA,"Overcast",320,2011-01-10 07:52:00,11,1,10,7,1
-2.2,-11.1,51,1028.9,16.1,"NNW","16.7",NA,NA,NA,"Overcast",330,2011-01-10 08:52:00,11,1,10,8,1
-1.7,-11.1,49,1029.7,16.1,"NW","20.4",29.6,NA,NA,"Overcast",320,2011-01-10 09:52:00,11,1,10,9,1
-1.1,-11.1,47,1029.3,16.1,"NW","18.5",31.5,NA,NA,"Overcast",320,2011-01-10 10:52:00,11,1,10,10,1
0.6,-11.1,42,1028.2,16.1,"NNW","18.5",NA,NA,NA,"Overcast",330,2011-01-10 11:52:00,11,1,10,11,1
1.1,-10.6,42,1027.1,16.1,"NNW","18.5",NA,NA,NA,"Overcast",330,2011-01-10 12:52:00,11,1,10,12,1
1.1,-10.6,42,1026.5,16.1,"WNW","14.8",NA,NA,NA,"Overcast",300,2011-01-10 13:52:00,11,1,10,13,1
1.1,-10.6,42,1025.9,16.1,"NNW","14.8",NA,NA,NA,"Overcast",330,2011-01-10 14:52:00,11,1,10,14,1
1.1,-10.6,42,1026.5,16.1,"NNW","9.3",NA,NA,NA,"Mostly Cloudy",330,2011-01-10 15:52:00,11,1,10,15,1
1.1,-10.6,42,1026.9,16.1,"WNW","7.4",NA,NA,NA,"Mostly Cloudy",290,2011-01-10 16:52:00,11,1,10,16,1
0.6,-10.6,43,1027,16.1,"NNW","14.8",NA,NA,NA,"Mostly Cloudy",330,2011-01-10 17:52:00,11,1,10,17,1
-0.6,-10.6,47,1027,16.1,"NNW","11.1",NA,NA,NA,"Mostly Cloudy",330,2011-01-10 18:52:00,11,1,10,18,1
-1.1,-10,51,1026.8,16.1,"North","11.1",NA,NA,NA,"Scattered Clouds",350,2011-01-10 19:52:00,11,1,10,19,1
-1.7,-9.4,56,1026.4,16.1,"NNW","13.0",NA,NA,NA,"Scattered Clouds",340,2011-01-10 20:52:00,11,1,10,20,1
-2.2,-9.4,58,1026.1,16.1,"NNW","11.1",NA,NA,NA,"Partly Cloudy",340,2011-01-10 21:52:00,11,1,10,21,1
-2.2,-9.4,58,1026,16.1,"NNW","11.1",NA,NA,NA,"Scattered Clouds",340,2011-01-10 22:52:00,11,1,10,22,1
-1.7,-9.4,56,1025.6,16.1,"NNW","7.4",NA,NA,NA,"Mostly Cloudy",340,2011-01-10 23:52:00,11,1,10,23,1
-2.2,-9.4,58,1025.2,16.1,"North","11.1",NA,NA,NA,"Mostly Cloudy",350,2011-01-11 00:52:00,11,1,11,0,2
-1.1,-8.9,56,1025.1,16.1,"NNW","13.0",NA,NA,NA,"Overcast",330,2011-01-11 01:52:00,11,1,11,1,2
-1,-9,55,1025.3,16.1,"NNW","7.4",NA,NA,NA,"Overcast",340,2011-01-11 02:52:00,11,1,11,2,2
-1.1,-9.4,54,1025.4,16.1,"NNW","9.3",NA,NA,NA,"Overcast",330,2011-01-11 03:52:00,11,1,11,3,2
-1.1,-9.4,54,1025.1,16.1,"NNW","9.3",NA,NA,NA,"Overcast",340,2011-01-11 04:52:00,11,1,11,4,2
-0.6,-9.4,52,1025,16.1,"NNW","9.3",NA,NA,NA,"Overcast",340,2011-01-11 05:52:00,11,1,11,5,2
-0.6,-8.9,54,1024.1,16.1,"Calm","Calm",NA,NA,NA,"Overcast",0,2011-01-11 06:52:00,11,1,11,6,2
0,-9.4,50,1024.4,16.1,"East","5.6",NA,NA,NA,"Overcast",80,2011-01-11 07:52:00,11,1,11,7,2
0,-8.9,52,1025,16.1,"ENE","7.4",NA,NA,NA,"Overcast",60,2011-01-11 08:52:00,11,1,11,8,2
0,-9,51,1024.9,16.1,"ENE","11.1",NA,NA,NA,"Overcast",60,2011-01-11 09:28:00,11,1,11,9,2
0.6,-8.3,52,1024.4,16.1,"NE","11.1",NA,NA,NA,"Overcast",50,2011-01-11 09:52:00,11,1,11,9,2
0.6,-8.9,50,1023.3,16.1,"NE","9.3",NA,NA,NA,"Overcast",40,2011-01-11 10:52:00,11,1,11,10,2
1,-8,52,1021.9,16.1,"NNE","9.3",NA,0,"Snow","Light Snow",30,2011-01-11 11:48:00,11,1,11,11,2
1.1,-8.9,48,1021.7,14.5,"NNE","9.3",NA,0,"Snow","Light Snow",30,2011-01-11 11:52:00,11,1,11,11,2
1,-8,52,1021.2,14.5,"ENE","7.4",NA,0,NA,"Overcast",60,2011-01-11 12:09:00,11,1,11,12,2
1.1,-7.8,52,1020.5,14.5,"Calm","Calm",NA,0,"Snow","Light Snow",0,2011-01-11 12:52:00,11,1,11,12,2
1,-7,56,1020.2,6.4,"Calm","Calm",NA,0,"Snow","Light Snow",0,2011-01-11 13:03:00,11,1,11,13,2
1,-6,60,1020.2,16.1,"SE","5.6",NA,0,NA,"Overcast",140,2011-01-11 13:33:00,11,1,11,13,2
0,-5.6,66,1020,8,"SE","5.6",NA,0,"Snow","Light Snow",130,2011-01-11 13:52:00,11,1,11,13,2
-1,-4,80,1019.9,16.1,"South","5.6",NA,0,NA,"Overcast",170,2011-01-11 14:27:00,11,1,11,14,2
-0.6,-4.4,76,1019.3,16.1,"Calm","Calm",NA,0,NA,"Overcast",0,2011-01-11 14:52:00,11,1,11,14,2
0,-4.4,73,1018.1,12.9,"SE","9.3",NA,NA,NA,"Overcast",130,2011-01-11 15:52:00,11,1,11,15,2
-1,-3,86,1017.2,14.5,"ESE","14.8",NA,NA,NA,"Overcast",120,2011-01-11 16:33:00,11,1,11,16,2
-0.6,-3.9,79,1017.2,16.1,"ESE","7.4",NA,NA,NA,"Overcast",120,2011-01-11 16:52:00,11,1,11,16,2
-1,-4,80,1017.2,11.3,"SSE","11.1",NA,0,"Snow","Light Snow",150,2011-01-11 17:25:00,11,1,11,17,2
-1,-3,86,1017.2,4,"SE","9.3",NA,0,"Snow","Light Snow",140,2011-01-11 17:31:00,11,1,11,17,2
-1,-3,86,1017.2,3.2,"SE","9.3",NA,0,"Snow","Light Snow",130,2011-01-11 17:40:00,11,1,11,17,2
-1,-2,93,1016.8,3.2,"SE","7.4",NA,0,"Rain-Snow","Light Freezing Rain",130,2011-01-11 17:44:00,11,1,11,17,2
-1.1,-2.2,92,1016.7,3.2,"ESE","7.4",NA,0,"Rain-Snow","Light Freezing Rain",120,2011-01-11 17:52:00,11,1,11,17,2
-1,-2,93,1016.5,3.2,"ESE","7.4",NA,0.01,"Snow","Light Freezing Drizzle",120,2011-01-11 17:59:00,11,1,11,17,2
-1,-2,93,1016.8,4.8,"SE","5.6",NA,0.01,NA,"Light Freezing Drizzle",140,2011-01-11 18:14:00,11,1,11,18,2
-1,-2,93,1016.8,4.8,"Calm","Calm",NA,0.01,NA,"Light Freezing Drizzle",0,2011-01-11 18:17:00,11,1,11,18,2
-1,-2,93,1016.5,4.8,"ESE","5.6",NA,0.01,NA,"Light Freezing Drizzle",120,2011-01-11 18:21:00,11,1,11,18,2
-1,-3,86,1016.8,4.8,"SE","5.6",NA,0.01,NA,"Light Freezing Drizzle",130,2011-01-11 18:24:00,11,1,11,18,2
-1,-2,93,1016.8,4,"Calm","Calm",NA,0.01,NA,"Light Freezing Drizzle",0,2011-01-11 18:34:00,11,1,11,18,2
-1,-2,93,1016.5,3.2,"Calm","Calm",NA,0.01,NA,"Light Freezing Drizzle",0,2011-01-11 18:46:00,11,1,11,18,2
-1.1,-2.2,92,1016.3,2.8,"Calm","Calm",NA,0.01,"Snow","Light Freezing Drizzle",0,2011-01-11 18:52:00,11,1,11,18,2
-1,-2,93,1015.8,1.6,"ESE","5.6",NA,0.02,"Snow","Light Snow",110,2011-01-11 19:17:00,11,1,11,19,2
-1,-2,93,1015.1,1.2,"ESE","7.4",NA,0.02,"Snow","Light Snow",120,2011-01-11 19:28:00,11,1,11,19,2
-1,-2,93,1014.8,0.8,"SE","11.1",NA,0.03,"Fog-Snow","Snow",130,2011-01-11 19:33:00,11,1,11,19,2
-1,-2,93,1014.4,1.2,"SE","13.0",NA,0.04,"Snow","Light Snow",130,2011-01-11 19:41:00,11,1,11,19,2
-1,-2,93,1014.4,1.6,"SE","11.1",NA,0.05,"Snow","Light Snow",130,2011-01-11 19:48:00,11,1,11,19,2
-1.1,-2.2,92,1014.2,1.6,"SE","13.0",NA,0.05,"Snow","Light Snow",130,2011-01-11 19:52:00,11,1,11,19,2
-1,-2,93,1014.1,2,"SE","9.3",NA,0.01,"Snow","Light Snow",130,2011-01-11 19:59:00,11,1,11,19,2
-1,-2,93,1014.1,2.4,"SE","9.3",NA,0.01,"Snow","Light Snow",130,2011-01-11 20:03:00,11,1,11,20,2
-1,-2,93,1014.4,2.8,"SSE","5.6",NA,0.01,"Snow","Light Snow",160,2011-01-11 20:07:00,11,1,11,20,2
-1,-2,93,1014.8,3.2,"South","5.6",NA,0.01,"Snow","Light Snow",170,2011-01-11 20:11:00,11,1,11,20,2
-1,-2,93,1014.1,4,"SSE","7.4",NA,0.01,"Snow","Light Snow",150,2011-01-11 20:22:00,11,1,11,20,2
-1,-3,86,1013.8,4,"SSE","7.4",NA,0.01,"Snow","Light Snow",150,2011-01-11 20:24:00,11,1,11,20,2
-1,-3,86,1014.1,2.8,"SE","5.6",NA,0.01,"Snow","Light Snow",140,2011-01-11 20:30:00,11,1,11,20,2
-1,-2,93,1014.1,1.6,"Calm","Calm",NA,0.02,"Snow","Light Snow",0,2011-01-11 20:45:00,11,1,11,20,2
-1.1,-2.2,92,1013.9,2.4,"Calm","Calm",NA,0.02,"Snow","Light Snow",0,2011-01-11 20:52:00,11,1,11,20,2
-1,-2,93,1014.1,2,"West","11.1",NA,0.01,"Snow","Light Snow",270,2011-01-11 21:22:00,11,1,11,21,2
-1,-2,93,1014.1,1.6,"West","11.1",NA,0.02,"Snow","Light Snow",280,2011-01-11 21:29:00,11,1,11,21,2
-1,-2,93,1014.1,1.2,"WNW","7.4",NA,0.02,"Snow","Light Snow",290,2011-01-11 21:32:00,11,1,11,21,2
-1,-2,93,1013.8,1.6,"West","7.4",NA,0.02,"Snow","Light Snow",270,2011-01-11 21:39:00,11,1,11,21,2
-1,-2,93,1013.8,3.2,"West","9.3",NA,0.02,"Snow","Light Snow",270,2011-01-11 21:46:00,11,1,11,21,2
-1.1,-2.2,92,1013.6,4,"West","9.3",NA,0.02,"Snow","Light Snow",270,2011-01-11 21:47:00,11,1,11,21,2
-1,-2,93,1013.4,4.8,"West","9.3",NA,0,"Snow","Light Snow",270,2011-01-11 21:50:00,11,1,11,21,2
-1,-2,93,1013.4,4,"West","9.3",NA,0.01,"Snow","Light Snow",270,2011-01-11 21:53:00,11,1,11,21,2
-1,-2,93,1013.1,2.8,"West","7.4",NA,0.01,"Snow","Light Snow",270,2011-01-11 21:58:00,11,1,11,21,2
-1,-2,93,1012.8,3.2,"SW","7.4",NA,0.01,"Snow","Light Snow",220,2011-01-11 22:15:00,11,1,11,22,2
-1,-2,93,1012.8,4.8,"SW","7.4",NA,0.01,"Snow","Light Snow",230,2011-01-11 22:23:00,11,1,11,22,2
-1,-2,93,1012.4,4.8,"WSW","7.4",NA,0.01,"Snow","Light Snow",250,2011-01-11 22:27:00,11,1,11,22,2
-1,-2,93,1012.4,6.4,"WSW","5.6",NA,0.01,"Snow","Light Snow",250,2011-01-11 22:29:00,11,1,11,22,2
-1.1,-2.8,88,1011.8,9.7,"Calm","Calm",NA,0.01,"Snow","Light Snow",0,2011-01-11 22:52:00,11,1,11,22,2
-1,-3,86,1011.1,11.3,"SW","7.4",NA,0,NA,"Overcast",220,2011-01-11 23:49:00,11,1,11,23,2
-1.1,-2.8,88,1011.1,12.9,"SW","5.6",NA,0,NA,"Overcast",220,2011-01-11 23:52:00,11,1,11,23,2
-1.1,-3.3,85,1010.7,16.1,"West","7.4",NA,NA,NA,"Overcast",270,2011-01-12 00:52:00,11,1,12,0,3
-2.2,-3.9,88,1010.5,16.1,"SW","9.3",NA,NA,NA,"Mostly Cloudy",230,2011-01-12 01:52:00,11,1,12,1,3
-1.7,-3.3,89,1010.9,16.1,"WSW","13.0",NA,NA,NA,"Mostly Cloudy",240,2011-01-12 02:52:00,11,1,12,2,3
-2,-3,93,1011.1,16.1,"WSW","11.1",NA,NA,NA,"Scattered Clouds",250,2011-01-12 02:58:00,11,1,12,2,3
-1.7,-3.3,89,1011,16.1,"West","7.4",NA,NA,NA,"Overcast",260,2011-01-12 03:52:00,11,1,12,3,3
-2.2,-3.9,88,1010.8,16.1,"SSW","11.1",NA,NA,NA,"Scattered Clouds",210,2011-01-12 04:52:00,11,1,12,4,3
-2.8,-4.4,89,1011,16.1,"SSW","9.3",NA,NA,NA,"Scattered Clouds",210,2011-01-12 05:52:00,11,1,12,5,3
-1.7,-7.2,67,1011.4,16.1,"West","9.3",NA,NA,NA,"Partly Cloudy",270,2011-01-12 06:52:00,11,1,12,6,3
-1.1,-8.3,59,1011.8,16.1,"WSW","11.1",NA,NA,NA,"Mostly Cloudy",250,2011-01-12 07:52:00,11,1,12,7,3
-1.1,-8.3,59,1011.8,14.5,"West","22.2",NA,NA,NA,"Scattered Clouds",270,2011-01-12 08:52:00,11,1,12,8,3
0,-7.8,56,1012.4,16.1,"SW","14.8",NA,NA,NA,"Mostly Cloudy",230,2011-01-12 09:52:00,11,1,12,9,3
1.1,-8.3,50,1012.4,16.1,"WNW","25.9",35.2,NA,NA,"Scattered Clouds",290,2011-01-12 10:52:00,11,1,12,10,3
1.1,-8.9,48,1011.9,16.1,"West","38.9",53.7,NA,NA,"Scattered Clouds",280,2011-01-12 11:52:00,11,1,12,11,3
1.7,-8.9,46,1011.6,16.1,"West","24.1",46.3,NA,NA,"Mostly Cloudy",280,2011-01-12 12:52:00,11,1,12,12,3
1.1,-8.9,48,1011.9,16.1,"WNW","22.2",48.2,NA,NA,"Mostly Cloudy",290,2011-01-12 13:52:00,11,1,12,13,3
1.1,-8.9,48,1012.6,16.1,"NW","27.8",46.3,NA,NA,"Mostly Cloudy",310,2011-01-12 14:52:00,11,1,12,14,3
1.7,-9.4,44,1013.1,16.1,"WNW","22.2",40.7,NA,NA,"Mostly Cloudy",290,2011-01-12 15:52:00,11,1,12,15,3
1.1,-9.4,46,1013.9,16.1,"NW","24.1",37,NA,NA,"Mostly Cloudy",310,2011-01-12 16:52:00,11,1,12,16,3
0.6,-8.9,50,1015,16.1,"WNW","35.2",50,NA,NA,"Mostly Cloudy",290,2011-01-12 17:52:00,11,1,12,17,3
0,-10,48,1016.3,16.1,"WNW","27.8",55.6,NA,NA,"Mostly Cloudy",300,2011-01-12 18:52:00,11,1,12,18,3
-0.6,-10,50,1016.7,16.1,"WNW","22.2",29.6,NA,NA,"Mostly Cloudy",300,2011-01-12 19:52:00,11,1,12,19,3
-0.6,-9.4,52,1017.4,16.1,"NW","22.2",42.6,NA,NA,"Scattered Clouds",310,2011-01-12 20:52:00,11,1,12,20,3
-1.1,-8.9,56,1018.1,16.1,"NW","29.6",66.7,NA,NA,"Mostly Cloudy",320,2011-01-12 21:52:00,11,1,12,21,3
-1.7,-8.3,61,1018.9,16.1,"NW","25.9",40.7,NA,NA,"Mostly Cloudy",320,2011-01-12 22:52:00,11,1,12,22,3
-2,-9,59,1019.2,16.1,"NW","27.8",35.2,NA,NA,"Partly Cloudy",320,2011-01-12 23:17:00,11,1,12,23,3
-1.7,-9.4,56,1019.5,16.1,"NNW","18.5",31.5,NA,NA,"Scattered Clouds",330,2011-01-12 23:52:00,11,1,12,23,3
-1.7,-10.6,51,1020.1,16.1,"NW","18.5",31.5,NA,NA,"Scattered Clouds",320,2011-01-13 00:52:00,11,1,13,0,4
-1.7,-10.6,51,1020.7,16.1,"NW","24.1",37,NA,NA,"Mostly Cloudy",320,2011-01-13 01:52:00,11,1,13,1,4
-2.2,-10.6,53,1021.6,16.1,"NNW","22.2",35.2,NA,NA,"Partly Cloudy",330,2011-01-13 02:52:00,11,1,13,2,4
-2.2,-10.6,53,1022.4,16.1,"NW","16.7",NA,NA,NA,"Partly Cloudy",310,2011-01-13 03:52:00,11,1,13,3,4
-2,-11,51,1023.2,16.1,"NW","20.4",29.6,NA,NA,"Partly Cloudy",320,2011-01-13 04:52:00,11,1,13,4,4
-2.8,-11.1,53,1023.6,16.1,"WNW","9.3",NA,NA,NA,"Scattered Clouds",300,2011-01-13 05:52:00,11,1,13,5,4
-2.8,-11.1,53,1024.4,16.1,"NW","9.3",29.6,NA,NA,"Scattered Clouds",310,2011-01-13 06:52:00,11,1,13,6,4
-2.2,-10.6,53,1025.4,16.1,"NW","13.0",NA,NA,NA,"Mostly Cloudy",310,2011-01-13 07:52:00,11,1,13,7,4
-1.7,-10.6,51,1026.6,16.1,"NW","22.2",29.6,NA,NA,"Mostly Cloudy",320,2011-01-13 08:52:00,11,1,13,8,4
-0.6,-10,50,1027.4,16.1,"WNW","24.1",42.6,NA,NA,"Overcast",300,2011-01-13 09:52:00,11,1,13,9,4
0.6,-10,46,1027.3,16.1,"NW","29.6",48.2,NA,NA,"Overcast",320,2011-01-13 10:52:00,11,1,13,10,4
1.1,-10,44,1027,16.1,"NW","27.8",48.2,NA,NA,"Mostly Cloudy",310,2011-01-13 11:52:00,11,1,13,11,4
1.7,-10,42,1026.2,16.1,"WNW","29.6",51.9,NA,NA,"Scattered Clouds",300,2011-01-13 12:52:00,11,1,13,12,4
2.2,-10,41,1026.1,16.1,"NW","25.9",40.7,NA,NA,"Scattered Clouds",320,2011-01-13 13:52:00,11,1,13,13,4
2.8,-10,39,1026.1,16.1,"NW","20.4",40.7,NA,NA,"Partly Cloudy",310,2011-01-13 14:52:00,11,1,13,14,4
3,-10,38,1026.6,16.1,"WNW","24.1",35.2,NA,NA,"Scattered Clouds",300,2011-01-13 15:52:00,11,1,13,15,4
1.1,-10.6,42,1027.2,16.1,"WNW","18.5",31.5,NA,NA,"Scattered Clouds",300,2011-01-13 16:52:00,11,1,13,16,4
0.6,-10.6,43,1027.7,16.1,"WNW","22.2",NA,NA,NA,"Clear",300,2011-01-13 17:52:00,11,1,13,17,4
-0.6,-10.6,47,1028.4,16.1,"NW","16.7",NA,NA,NA,"Clear",320,2011-01-13 18:52:00,11,1,13,18,4
-1.1,-11.1,47,1028.6,16.1,"WNW","14.8",NA,NA,NA,"Clear",290,2011-01-13 19:52:00,11,1,13,19,4
-1.7,-11.7,47,1029,16.1,"WNW","20.4",NA,NA,NA,"Clear",300,2011-01-13 20:52:00,11,1,13,20,4
-2.2,-11.7,49,1029.4,16.1,"NW","22.2",NA,NA,NA,"Clear",320,2011-01-13 21:52:00,11,1,13,21,4
-2.8,-11.7,51,1029.7,16.1,"NW","13.0",NA,NA,NA,"Clear",320,2011-01-13 22:52:00,11,1,13,22,4
